PdfType: error
Format: lhagrid1
---
1.000000e-09 1.131190e-09 1.381630e-09 1.687530e-09 2.061150e-09 2.517500e-09 3.074880e-09 3.755670e-09 4.587180e-09 5.602800e-09 6.843270e-09 8.358390e-09 1.020900e-08 1.246930e-08 1.523000e-08 1.860190e-08 2.272050e-08 2.775080e-08 3.389490e-08 4.139940e-08 5.056530e-08 6.176060e-08 7.543460e-08 9.213600e-08 1.125350e-07 1.374510e-07 1.678830e-07 2.050520e-07 2.504520e-07 3.059020e-07 3.736300e-07 4.563530e-07 5.573900e-07 6.807980e-07 8.315290e-07 1.015630e-06 1.240500e-06 1.515140e-06 1.850600e-06 2.260330e-06 2.760770e-06 3.372020e-06 4.118590e-06 5.030460e-06 6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.295000e+00 1.298750e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
 0.00000000e+00 6.51492596e-07 2.18430644e+00 4.27248145e+00 4.26897192e+00 4.26897192e+00 4.27248145e+00 2.18430644e+00 6.51492596e-07 0.00000000e+00 8.96587081e-03
 0.00000000e+00 -5.92188685e-07 2.18708001e+00 4.27483321e+00 4.27131183e+00 4.27131183e+00 4.27483321e+00 2.18708001e+00 -5.92188685e-07 0.00000000e+00 1.29585489e-01
 -0.00000000e+00 1.72995963e-01 2.34362259e+00 4.41459064e+00 4.41099297e+00 4.41099297e+00 4.41459064e+00 2.34362259e+00 1.72995963e-01 -0.00000000e+00 5.83160326e+00
 -0.00000000e+00 4.42851341e-01 2.59684248e+00 4.65190392e+00 4.64823452e+00 4.64823452e+00 4.65190839e+00 2.59684248e+00 4.42851341e-01 -0.00000000e+00 1.41742642e+01
 -0.00000000e+00 8.33268578e-01 2.97131062e+00 5.01113083e+00 5.00738073e+00 5.00738520e+00 5.01113083e+00 2.97131062e+00 8.33268578e-01 -0.00000000e+00 2.61165204e+01
 -0.00000000e+00 1.37143484e+00 3.49414683e+00 5.51931721e+00 5.51549275e+00 5.51549536e+00 5.51931721e+00 3.49414683e+00 1.37143484e+00 -0.00000000e+00 4.27427654e+01
 -0.00000000e+00 2.08875882e+00 4.19669298e+00 6.20772877e+00 6.20383257e+00 6.20383994e+00 6.20772877e+00 4.19669298e+00 2.08875882e+00 -0.00000000e+00 6.53325215e+01
 -0.00000000e+00 3.02116578e+00 5.11480361e+00 7.11218168e+00 7.10821476e+00 7.10821476e+00 7.11217983e+00 5.11480361e+00 3.02116578e+00 -0.00000000e+00 9.53746557e+01
 -0.00000000e+00 4.20872905e+00 6.28853589e+00 8.27268147e+00 8.26864281e+00 8.26864281e+00 8.27268147e+00 6.28853589e+00 4.20872905e+00 -0.00000000e+00 1.34560882e+02
 -0.00000000e+00 5.69760875e+00 7.76397353e+00 9.73529100e+00 9.73115216e+00 9.73115031e+00 9.73529837e+00 7.76397353e+00 5.69760875e+00 -0.00000000e+00 1.84850447e+02
 -1.35072935e-04 7.53848071e+00 9.59180359e+00 1.15506085e+01 1.15464273e+01 1.15464273e+01 1.15506085e+01 9.59180359e+00 7.53848071e+00 -1.35072935e-04 2.48419558e+02
 2.49913168e+00 9.98511941e+00 1.20248389e+01 1.39705589e+01 1.39663520e+01 1.39663520e+01 1.39706036e+01 1.20248389e+01 9.98511941e+00 2.49913168e+00 3.29759084e+02
 5.55247309e+00 1.29866779e+01 1.50130155e+01 1.69460382e+01 1.69417278e+01 1.69417278e+01 1.69460382e+01 1.50130155e+01 1.29866779e+01 5.55247309e+00 4.31931891e+02
 9.25753877e+00 1.66409288e+01 1.86541485e+01 2.05746618e+01 2.05702806e+01 2.05702806e+01 2.05746618e+01 1.86541485e+01 1.66409288e+01 9.25753877e+00 5.58931010e+02
 1.37219716e+01 2.10553965e+01 2.30558203e+01 2.49640347e+01 2.49595797e+01 2.49595797e+01 2.49640347e+01 2.30558203e+01 2.10553965e+01 1.37219716e+01 7.15172156e+02
 1.90695498e+01 2.63539322e+01 2.83416943e+01 3.02378197e+01 3.02332649e+01 3.02332649e+01 3.02378197e+01 2.83416943e+01 2.63539322e+01 1.90695498e+01 9.05704351e+02
 2.54399910e+01 3.26760948e+01 3.46514658e+01 3.65357076e+01 3.65310344e+01 3.65310344e+01 3.65357076e+01 3.46514658e+01 3.26760948e+01 2.54399910e+01 1.13621129e+03
 3.29854789e+01 4.01741214e+01 4.21372039e+01 4.40097906e+01 4.40050175e+01 4.40050912e+01 4.40097906e+01 4.21372039e+01 4.01741214e+01 3.29854789e+01 1.41287072e+03
 4.18826077e+01 4.90244151e+01 5.09754218e+01 5.28364432e+01 5.28316701e+01 5.28316701e+01 5.28364983e+01 5.09754218e+01 4.90244151e+01 4.18826077e+01 1.74278248e+03
 5.23203553e+01 5.94159526e+01 6.13551074e+01 6.32047917e+01 6.31999374e+01 6.31999374e+01 6.32048364e+01 6.13551074e+01 5.94159526e+01 5.23203553e+01 2.13349950e+03
 6.45150241e+01 7.15651653e+01 7.34926097e+01 7.53310752e+01 7.53261025e+01 7.53261025e+01 7.53310753e+01 7.34926097e+01 7.15651653e+01 6.45150241e+01 2.59358370e+03
